iteration,result
0,90.55562645357546
1,90.34956039245691
2,90.84760348428993
3,91.34719794522621
4,90.63403998271906
5,90.13817504633337
6,91.38004223899279
7,90.981374111893
8,90.35881821806831
9,90.87544153323542
10,89.94796251109467
11,91.01215742632534
12,90.99848766580772
13,89.42185713587133
14,89.41847244967033
15,90.21734448508751
16,89.87104510248783
17,90.83667894368944
18,90.0225230761853
19,89.49192947576799
20,91.33484850989126
21,90.13506671087205
22,90.6479810922546
23,89.49644668795565
24,90.21487525706533
25,90.36905092560515
26,90.11077895762834
27,90.6897983581458
28,90.19025560979308
29,90.23564476885764
30,89.93497631262849
31,91.26564048317344
32,90.77825918378136
33,89.81075959025183
34,91.12115971442147
35,90.20956612690259
36,90.53884144345406
37,89.48735593981515
38,89.64541929792588
39,90.53677602746542
40,90.85604166611158
41,90.72155536606736
42,90.46405162856381
43,90.32784980865034
44,90.37277087151469
45,89.83236354087593
46,90.41441115454872
47,90.88050801695267
48,90.65726646086455
49,90.08143248061592
50,90.50759783548817
51,89.9032010243157
52,89.89891925025525
53,91.28690436213611
54,90.7806974522007
55,90.90428443673295
56,89.65043118859607
57,90.03864045185232
58,90.78304651808402
59,91.05171235520856
60,90.15170824099329
61,91.05266202456745
62,89.76060413617436
63,90.00627869363377
64,90.6600111283086
65,91.11765573822382
66,90.50316204256163
67,90.57513664827717
68,90.6531593433158
69,90.27402587149996
70,90.27146761945929
71,91.31914868540198
72,90.3026206550279
73,90.98679417651084
74,88.8407417902631
75,90.62749126156537
76,90.79827670226648
77,90.43357335704268
78,90.93497798424205
79,89.08976936404395
80,90.56782995079013
81,90.41979198370433
82,91.46044249196711
83,90.28093227012657
84,90.26025204452495
85,90.5621757410416
86,90.93539098300728
87,90.359219567159
88,90.57882790739538
89,90.53004819105486
90,91.06312895558357
91,91.24075287684552
92,90.15520856056159
93,90.46229328394692
94,90.49884768621386
95,89.92442689007595
96,90.68235472927879
97,90.84214685594839
98,90.52479296968218
99,90.42331403809521
100,89.99084526971693
101,90.28347565029486
102,90.52272511635525
103,89.95263467169318
104,90.74957308655037
105,90.8333342163763
106,91.50682894414022
107,90.40366461737526
108,90.48079936771073
109,90.57636866687844
110,89.90529596928197
111,90.26242391135288
112,90.53522149183519
113,91.70488664008936
114,90.53743433374387
115,91.00759881119119
116,91.03934492625652
117,89.66506697289365
118,91.58788993276211
119,91.01261292671097
120,90.75823598470683
121,89.87496914307866
122,91.09529405085179
123,89.87332130722196
124,91.13256866217644
125,91.77110525032035
126,89.77575788675944
127,90.0798942261969
128,90.61161390998946
129,90.60680569557023
130,89.87423118855963
131,90.80759872536201
132,89.92875742186527
133,90.95688412140612
134,89.89808218450585
135,91.13505827640002
136,90.03582047679993
137,90.30623988170304
138,91.12187601474841
139,89.78100553990339
140,90.53467290659712
141,90.84219432041465
142,89.49378619903753
143,90.60093315882717
144,90.51333445748614
145,90.92686083968798
146,89.80466906356733
147,89.53733185666486
148,90.87645381012635
149,90.39680653419273
150,91.07070877577908
151,90.61335465182849
152,89.91427200164513
153,90.63477916167646
154,90.82668148105459
155,90.1320511609713
156,91.16383706586875
157,90.45047826174257
158,89.85003562444771
159,90.74739298325606
160,90.38397979161226
161,90.69949003144893
162,91.44055908012398
163,89.70761833876148
164,90.99900183081053
165,90.58820127249396
166,90.7413017327957
167,91.18310735215645
168,90.18745761412971
169,90.06778693889243
170,90.37092288808664
171,90.07030760935231
172,90.2705667620736
173,90.87026202137382
174,90.78294397823869
175,90.62125579291491
176,90.40634970157893
177,91.22322744500467
178,90.29709605014352
179,91.7944968458407
180,90.70659878458432
181,90.21583286163438
182,89.84182742825686
183,90.4147197954222
184,90.41340253492797
185,90.50507674098507
186,90.95896571628518
187,90.09676773928928
188,90.24021512526926
189,89.5712563552238
190,90.24481694961572
191,90.55097881287452
192,90.87041771437207
193,90.55570270116515
194,90.29657658714417
195,90.53389231795403
196,89.807862849999
197,90.51743997046506
198,90.57456937726928
199,90.18206441930651
200,90.73348869128726
201,90.48680932973858
202,90.81307339383055
203,91.14255958588454
204,90.01102377875652
205,90.06467979374352
206,91.42348504241961
207,90.79925892427686
208,90.42282950891624
209,92.23402241134576
210,91.4006277425453
211,90.92344810349965
212,91.38666499076228
213,90.97118925474025
214,90.43813302800812
215,91.49710930953238
216,89.75565556169754
217,90.55410263381972
218,90.11552325634841
219,90.95558469121838
220,91.5233353183267
221,89.31677287339076
222,90.50946971494037
223,89.75857410424094
224,90.52293164191074
225,91.43246068091533
226,90.61828657555509
227,89.82362899768161
228,90.3396725315274
229,90.71221283691995
230,90.0167735370282
231,90.48327980868092
232,90.81924011568977
233,90.36093942942502
234,91.52353176104705
235,91.20620607247238
236,89.55448347458182
237,90.66417148137475
238,90.28014113388457
239,91.00820770033468
240,90.06243294941679
241,90.20186479346796
242,90.46603078215367
243,91.26387124756397
244,89.99810794904496
245,90.24956028906217
246,91.38461205943163
247,90.20204859430713
248,90.97930457890091
249,90.56227187509248
250,89.90738689127474
251,90.8432615837045
252,91.99105463499534
253,91.23692555193122
254,89.72514563637965
255,90.09909885787252
256,90.87533978996899
257,90.02057797089128
258,90.94962390205121
259,91.30280062729145
260,90.14768327917207
261,90.16301836209331
262,89.19861332095239
263,89.98437794666413
264,90.66184268731442
265,89.48183145414488
266,91.20686433355363
267,89.52235510220483
268,90.03774828165865
269,90.28190353292831
270,91.35748926043019
271,90.0657480726054
272,91.31059772903487
273,90.68971382625992
274,89.83928628292097
275,90.64180545148275
276,90.59183699518061
277,89.97614470521339
278,90.2124065959877
279,90.44256108365423
280,90.52646751647629
281,90.70531765793312
282,91.94879684160004
283,89.56403086508165
284,91.41758963116546
285,89.6378461869613
286,90.44339818552828
287,91.23251727646145
288,90.42027383770271
289,89.77950787284479
290,89.94402299563724
291,90.53680306769203
292,89.85545957304102
293,90.50609539592247
294,90.65139512670251
295,90.2129450550503
296,91.22773204320765
297,90.37410071562944
298,91.17274315104609
299,90.56129172582824
300,89.85832372403586
301,90.33763485903381
302,90.77760226073094
303,90.64344758023839
304,90.61649663320247
305,91.51178120244653
306,91.51061696965101
307,90.38863955367381
308,90.82420066426361
309,90.62888517390813
310,90.22485895598311
311,91.34076544727266
312,90.79710800321091
313,90.70740116045224
314,91.00817046770337
315,91.3978687833538
316,90.78549427445112
317,89.93661416319758
318,90.89112368769082
319,90.54490253151825
320,90.39793368396073
321,90.65009547593374
322,89.92283280728117
323,91.61946328610519
324,90.01481418266985
325,89.87648491711766
326,91.25250661168002
327,91.03531930557105
328,90.99962158697039
329,90.46283670092444
330,90.28099044188221
331,90.38809978566398
332,90.27131718069177
333,90.21765614302124
334,90.76488818679451
335,90.71342285466311
336,90.1116518854216
337,90.42008514938561
338,90.61109305909793
339,90.23195166354216
340,89.75977522799775
341,91.16886650900646
342,90.38321191867585
343,90.43322909870722
344,90.18134425586703
345,90.7900823151878
346,89.49821922476814
347,89.72141006627524
348,90.2098816536098
349,90.6133308436974
350,90.64008808589058
351,91.09413470984315
352,91.111348469719
353,90.87243648972165
354,90.38614174000764
355,90.08418905040283
356,90.49282977488215
357,90.41803201722853
358,91.1170077319321
359,90.43981742105446
360,90.3969195848292
361,91.76276316372756
362,90.52850163265097
363,90.84513717259452
364,90.70042855050808
365,90.5223013429664
366,90.36447914682121
367,90.19826670246705
368,90.55013757871862
369,90.4364629437366
370,90.47420683866115
371,90.82491114180735
372,91.03871745114179
373,90.22979075014969
374,91.47924206822502
375,90.25439009362948
376,91.05829039751875
377,90.99032713617625
378,91.30790466175647
379,90.39857503831936
380,89.692150831706
381,90.31916303166562
382,89.42583409382766
383,90.24446454753397
384,90.36857182054496
385,90.37005564651098
386,90.38639232892994
387,91.7433133464238
388,91.65249591403273
389,89.85923710610146
390,89.80474430479434
391,90.89853460404926
392,89.94828969436033
393,91.15110753320548
394,91.05684001516094
395,90.28980762726071
396,89.64770905656312
397,90.86231853500165
398,90.13242771050797
399,90.84596700912329
400,89.32609075671274
401,90.11659495656545
402,90.24863125120929
403,90.89235949566176
404,90.11176110578842
405,90.76107393961915
406,90.22162063647929
407,91.08048306203148
408,90.73047911860687
409,90.61974007991925
410,90.62155652745626
411,89.71773361864854
412,89.72435608238675
413,90.81491102028944
414,90.63867587779615
415,90.22986444854858
416,91.21246059469998
417,90.90830787495257
418,91.53987010354754
419,90.79921270613241
420,91.99114071661732
421,91.46044508104383
422,90.59691033719145
423,90.81133737448499
424,90.94073836380255
425,91.02258974578986
426,90.0827912003438
427,90.68164467552988
428,91.20666461544688
429,89.97264120789927
430,89.99294738234887
431,89.43864558226691
432,90.38553214818872
433,91.18954818232079
434,91.29524652607331
435,90.69453067931492
436,91.48676512394142
437,89.81930631868931
438,89.63560927211779
439,90.35683952932547
440,90.86230933952613
441,90.08258060755507
442,89.26053834439219
443,90.52740069764313
444,89.51537013047609
445,90.62804169095746
446,91.0879659497664
447,90.23005089944965
448,90.00523223187456
449,90.0359864582032
450,90.21677800469895
451,91.05536891338788
452,89.71576917019438
453,90.52997806450922
454,90.12259632716395
455,89.77403574594359
456,90.1332106720629
457,89.8103050703394
458,89.9112806391996
459,90.18259754194752
460,91.35035868006236
461,90.71002127768244
462,90.28182670158836
463,90.33848407486187
464,90.24852871220844
465,90.57225259002188
466,90.82671892020153
467,90.93516480543704
468,90.54151227260107
469,89.88784806430448
470,90.30010454090836
471,89.4783071497999
472,89.8140410332942
473,91.70161788354883
474,91.27714388586737
475,90.26439150540884
476,91.09821456617611
477,90.92221914819828
478,92.15565912963109
479,90.61281594731436
480,90.15390557719853
481,89.94711471207407
482,89.53421172770615
483,90.43018495720243
484,89.99223076014407
485,89.54510376574211
486,90.1067772332975
487,90.1217010485691
488,91.52527358626578
489,91.0683427182698
490,90.37029008659518
491,91.172321879256
492,90.4097912376973
493,89.82214007811851
494,91.15537961943055
495,90.43049425999973
496,90.08598764528458
497,90.3886978830872
498,89.87496343714528
499,90.05778104697588
500,91.14252474789072
501,91.5605852095381
502,90.12211164565065
503,90.69868225988115
504,90.70098765453015
505,90.23636236073268
506,89.93133443474619
507,90.06407796580743
508,90.3533910279355
509,90.80772895384287
510,90.81555613350835
511,90.13856100099969
512,90.34542852365678
513,90.04819493589144
514,89.98867085226524
515,91.04064032471193
516,90.92771410716249
517,89.98137752179044
518,90.29893964157785
519,91.04931970535466
520,89.70711592346912
521,91.19568178737721
522,89.89085356362423
523,90.53136909401009
524,89.98300460280176
525,89.80742796877732
526,89.50912818209135
527,90.54279019952
528,90.47529910563259
529,89.52019907756105
530,90.95849197783551
531,89.67362592690036
532,90.20933156485265
533,89.73717944396162
534,90.25492445579782
535,90.57918898866468
536,89.96518714939745
537,90.41863085335311
538,90.90120095209396
539,90.24453604742399
540,90.90916946788009
541,90.26429633284972
542,90.84284675251818
543,91.13671273384213
544,89.12662357181239
545,89.98221055322409
546,90.96199378114737
547,90.42562625124725
548,90.62045472620726
549,90.4838813175477
550,90.72585180713074
551,90.1893677085318
552,91.01367872156588
553,90.43195124349602
554,90.4057313631391
555,90.01269216259612
556,90.08794898493775
557,90.51574579275096
558,90.57263160913712
559,90.65688182349696
560,90.65359065470443
561,91.46411253161911
562,91.24753889144704
563,90.27176837769376
564,90.9719759613319
565,90.05575428729254
566,89.88833032544906
567,90.04089544431464
568,89.22560298031989
569,90.45091414254561
570,90.52807595667443
571,91.20825983409614
572,90.73152474172778
573,91.03012179330861
574,90.85513330087294
575,89.5893133877259
576,91.29032825685891
577,91.2038829358821
578,89.82048641669837
579,91.13189633925259
580,90.33851887431466
581,90.22507646252342
582,90.51175076165248
583,91.7382944180013
584,90.80010733854779
585,90.62565863372471
586,90.5845279808332
587,90.08412224393889
588,90.50026635844117
589,90.11592994165464
590,90.21759579495705
591,90.11085234311544
592,90.67884379217527
593,90.96486457302309
594,90.86591320440361
595,90.15166548575884
596,90.25925377399993
597,89.88424383899523
598,90.76885704825617
599,90.67149454181408
600,90.96294259433458
601,89.81964723188918
602,90.9435703800599
603,91.35050870224346
604,90.3391430297717
605,91.31088835924987
606,89.94190035924272
607,89.76801701978245
608,89.4969975838245
609,91.01797463494343
610,90.63301054175355
611,90.7540032177145
612,90.54612259738452
613,89.98690365958944
614,91.50346154696616
615,90.64290762013577
616,90.48755801744004
617,90.6691070451121
618,91.22330364767262
619,90.82417704158625
620,90.44977420324297
621,90.65958279404437
622,91.18060617601832
623,90.9186865178227
624,91.4013024916967
625,90.61292649604195
626,90.02323624458724
627,90.217952700666
628,90.90563425307698
629,90.61176547514849
630,89.14028138224798
631,91.02637668958918
632,90.3989701439962
633,90.49281159175925
634,89.76907727645128
635,90.3111574064954
636,90.9390298789858
637,90.34357418114807
638,89.96427819024083
639,89.6784185080886
640,90.33102967255202
641,91.4476001795609
642,90.58280958162803
643,89.49775813221643
644,90.36664176213246
645,90.6270214395935
646,89.0353747202192
647,90.45599931659325
648,90.25697921625806
649,90.93351505978276
650,91.03701842910787
651,91.2012266541816
652,90.09231404953304
653,89.64815326448245
654,92.10656338627452
655,90.47907038207155
656,90.85158438812797
657,90.26478405680926
658,90.5340475412099
659,90.28564104296312
660,90.26933043724219
661,90.08085248994658
662,90.37276135059112
663,90.69202942885492
664,90.04665642740622
665,90.32530271689508
666,90.59787436826666
667,91.49104132521043
668,89.02668015334538
669,90.77748234541674
670,91.39919198162629
